antecedent,consequent,support,confidence,lift
['38'],"['36', '3', '28']",0.14,0.18,1.07
['36'],"['38', '3', '28']",0.14,0.22,1.08
['28'],"['38', '36', '3']",0.14,0.28,1.12
['3'],"['38', '36', '28']",0.14,0.28,1.12
"['38', '36']","['3', '28']",0.14,0.28,1.12
"['38', '28']","['36', '3']",0.14,0.36,1.15
"['38', '3']","['36', '28']",0.14,0.36,1.13
"['36', '28']","['38', '3']",0.14,0.43,1.13
"['36', '3']","['38', '28']",0.14,0.44,1.15
"['3', '28']","['38', '36']",0.14,0.54,1.12
"['38', '36', '28']",['3'],0.14,0.54,1.12
"['38', '36', '3']",['28'],0.14,0.55,1.12
"['38', '3', '28']",['36'],0.14,0.68,1.08
"['36', '3', '28']",['38'],0.14,0.81,1.07
['11'],"['3', '28']",0.15,0.28,1.12
['28'],"['11', '3']",0.15,0.3,1.09
['3'],"['11', '28']",0.15,0.3,1.15
"['11', '28']",['3'],0.15,0.56,1.15
"['11', '3']",['28'],0.15,0.53,1.09
"['3', '28']",['11'],0.15,0.58,1.12
['38'],"['11', '3', '28']",0.12,0.16,1.07
['11'],"['38', '3', '28']",0.12,0.23,1.13
['28'],"['11', '38', '3']",0.12,0.24,1.11
['3'],"['11', '38', '28']",0.12,0.24,1.17
"['11', '38']","['3', '28']",0.12,0.29,1.16
"['38', '28']","['11', '3']",0.12,0.31,1.14
"['38', '3']","['11', '28']",0.12,0.31,1.2
"['11', '28']","['38', '3']",0.12,0.45,1.2
"['11', '3']","['38', '28']",0.12,0.43,1.14
"['3', '28']","['11', '38']",0.12,0.47,1.16
"['11', '38', '28']",['3'],0.12,0.57,1.17
"['11', '38', '3']",['28'],0.12,0.54,1.11
"['38', '3', '28']",['11'],0.12,0.59,1.13
"['11', '3', '28']",['38'],0.12,0.81,1.07
['36'],"['11', '3', '28']",0.1,0.16,1.09
['11'],"['36', '3', '28']",0.1,0.19,1.14
['28'],"['11', '36', '3']",0.1,0.2,1.12
['3'],"['11', '36', '28']",0.1,0.21,1.18
"['11', '36']","['3', '28']",0.1,0.29,1.17
"['36', '28']","['11', '3']",0.1,0.31,1.14
"['36', '3']","['11', '28']",0.1,0.32,1.22
"['11', '28']","['36', '3']",0.1,0.38,1.22
"['11', '3']","['36', '28']",0.1,0.36,1.14
"['3', '28']","['11', '36']",0.1,0.4,1.17
"['11', '36', '28']",['3'],0.1,0.57,1.18
"['11', '36', '3']",['28'],0.1,0.55,1.12
"['36', '3', '28']",['11'],0.1,0.59,1.14
"['11', '3', '28']",['36'],0.1,0.68,1.09
['38'],"['11', '36', '3', '28']",0.08,0.11,1.07
['36'],"['11', '38', '3', '28']",0.08,0.13,1.09
['11'],"['38', '36', '3', '28']",0.08,0.16,1.14
['28'],"['11', '38', '36', '3']",0.08,0.17,1.12
['3'],"['11', '38', '36', '28']",0.08,0.17,1.21
"['38', '36']","['11', '3', '28']",0.08,0.17,1.14
"['11', '38']","['36', '3', '28']",0.08,0.2,1.18
"['38', '28']","['11', '36', '3']",0.08,0.21,1.16
"['38', '3']","['11', '36', '28']",0.08,0.22,1.24
"['11', '36']","['38', '3', '28']",0.08,0.24,1.18
"['36', '28']","['11', '38', '3']",0.08,0.25,1.16
"['36', '3']","['11', '38', '28']",0.08,0.26,1.25
"['11', '28']","['38', '36', '3']",0.08,0.31,1.25
"['11', '3']","['38', '36', '28']",0.08,0.29,1.18
"['3', '28']","['11', '38', '36']",0.08,0.32,1.2
"['11', '38', '36']","['3', '28']",0.08,0.3,1.2
"['38', '36', '28']","['11', '3']",0.08,0.32,1.18
"['38', '36', '3']","['11', '28']",0.08,0.33,1.25
"['11', '38', '28']","['36', '3']",0.08,0.39,1.25
"['11', '38', '3']","['36', '28']",0.08,0.37,1.16
"['38', '3', '28']","['11', '36']",0.08,0.4,1.18
"['11', '36', '28']","['38', '3']",0.08,0.46,1.24
"['11', '36', '3']","['38', '28']",0.08,0.44,1.16
"['36', '3', '28']","['11', '38']",0.08,0.48,1.18
"['11', '3', '28']","['38', '36']",0.08,0.55,1.14
"['11', '38', '36', '28']",['3'],0.08,0.59,1.21
"['11', '38', '36', '3']",['28'],0.08,0.55,1.12
"['38', '36', '3', '28']",['11'],0.08,0.59,1.14
"['11', '38', '3', '28']",['36'],0.08,0.68,1.09
"['11', '36', '3', '28']",['38'],0.08,0.81,1.07
['48'],"['11', '3', '28']",0.09,0.16,1.11
['11'],"['48', '3', '28']",0.09,0.16,1.15
['28'],"['48', '11', '3']",0.09,0.18,1.13
['3'],"['48', '11', '28']",0.09,0.18,1.17
"['48', '11']","['3', '28']",0.09,0.3,1.18
"['48', '28']","['11', '3']",0.09,0.32,1.16
"['48', '3']","['11', '28']",0.09,0.32,1.24
"['11', '28']","['48', '3']",0.09,0.33,1.24
"['11', '3']","['48', '28']",0.09,0.31,1.16
"['3', '28']","['48', '11']",0.09,0.34,1.18
"['48', '11', '28']",['3'],0.09,0.57,1.17
"['48', '11', '3']",['28'],0.09,0.55,1.13
"['48', '3', '28']",['11'],0.09,0.6,1.15
"['11', '3', '28']",['48'],0.09,0.59,1.11
['38'],"['48', '11', '3', '28']",0.07,0.09,1.08
['48'],"['11', '38', '3', '28']",0.07,0.13,1.12
['11'],"['48', '38', '3', '28']",0.07,0.13,1.14
['28'],"['48', '11', '38', '3']",0.07,0.14,1.16
['3'],"['48', '11', '38', '28']",0.07,0.14,1.18
"['48', '38']","['11', '3', '28']",0.07,0.17,1.16
"['11', '38']","['48', '3', '28']",0.07,0.17,1.21
"['38', '28']","['48', '11', '3']",0.07,0.19,1.19
"['38', '3']","['48', '11', '28']",0.07,0.19,1.24
"['48', '11']","['38', '3', '28']",0.07,0.24,1.21
"['48', '28']","['11', '38', '3']",0.07,0.26,1.19
"['48', '3']","['11', '38', '28']",0.07,0.27,1.28
"['11', '28']","['48', '38', '3']",0.07,0.27,1.28
"['11', '3']","['48', '38', '28']",0.07,0.26,1.17
"['3', '28']","['48', '11', '38']",0.07,0.28,1.22
"['48', '11', '38']","['3', '28']",0.07,0.31,1.22
"['48', '38', '28']","['11', '3']",0.07,0.32,1.17
"['48', '38', '3']","['11', '28']",0.07,0.33,1.28
"['11', '38', '28']","['48', '3']",0.07,0.34,1.28
"['11', '38', '3']","['48', '28']",0.07,0.32,1.19
"['38', '3', '28']","['48', '11']",0.07,0.35,1.21
"['48', '11', '28']","['38', '3']",0.07,0.46,1.24
"['48', '11', '3']","['38', '28']",0.07,0.45,1.19
"['48', '3', '28']","['11', '38']",0.07,0.49,1.21
"['11', '3', '28']","['48', '38']",0.07,0.48,1.16
"['48', '11', '38', '28']",['3'],0.07,0.58,1.18
"['48', '11', '38', '3']",['28'],0.07,0.57,1.16
"['48', '38', '3', '28']",['11'],0.07,0.59,1.14
"['11', '38', '3', '28']",['48'],0.07,0.59,1.12
"['48', '11', '3', '28']",['38'],0.07,0.82,1.08
['36'],"['48', '11', '3', '28']",0.06,0.1,1.12
['48'],"['11', '36', '3', '28']",0.06,0.11,1.14
['11'],"['48', '36', '3', '28']",0.06,0.12,1.2
['28'],"['48', '11', '36', '3']",0.06,0.12,1.16
['3'],"['48', '11', '36', '28']",0.06,0.12,1.2
"['48', '36']","['11', '3', '28']",0.06,0.18,1.23
"['11', '36']","['48', '3', '28']",0.06,0.18,1.24
"['36', '28']","['48', '11', '3']",0.06,0.19,1.22
"['36', '3']","['48', '11', '28']",0.06,0.19,1.28
"['48', '11']","['36', '3', '28']",0.06,0.21,1.24
"['48', '28']","['11', '36', '3']",0.06,0.22,1.22
"['48', '3']","['11', '36', '28']",0.06,0.23,1.31
"['11', '28']","['48', '36', '3']",0.06,0.23,1.33
"['11', '3']","['48', '36', '28']",0.06,0.22,1.24
"['3', '28']","['48', '11', '36']",0.06,0.24,1.25
"['48', '11', '36']","['3', '28']",0.06,0.31,1.25
"['48', '36', '28']","['11', '3']",0.06,0.34,1.24
"['48', '36', '3']","['11', '28']",0.06,0.35,1.33
"['11', '36', '28']","['48', '3']",0.06,0.35,1.31
"['11', '36', '3']","['48', '28']",0.06,0.33,1.22
"['36', '3', '28']","['48', '11']",0.06,0.36,1.24
"['48', '11', '28']","['36', '3']",0.06,0.4,1.28
"['48', '11', '3']","['36', '28']",0.06,0.39,1.22
"['48', '3', '28']","['11', '36']",0.06,0.42,1.24
"['11', '3', '28']","['48', '36']",0.06,0.41,1.23
"['48', '11', '36', '28']",['3'],0.06,0.58,1.2
"['48', '11', '36', '3']",['28'],0.06,0.57,1.16
"['48', '36', '3', '28']",['11'],0.06,0.62,1.2
"['11', '36', '3', '28']",['48'],0.06,0.61,1.14
"['48', '11', '3', '28']",['36'],0.06,0.7,1.12
['8'],"['3', '28']",0.13,0.26,1.05
['28'],"['8', '3']",0.13,0.27,1.09
['3'],"['8', '28']",0.13,0.27,1.08
"['8', '28']",['3'],0.13,0.53,1.08
"['8', '3']",['28'],0.13,0.53,1.09
"['3', '28']",['8'],0.13,0.52,1.05
['38'],"['8', '3', '28']",0.1,0.14,1.06
['8'],"['38', '3', '28']",0.1,0.21,1.05
['28'],"['8', '38', '3']",0.1,0.21,1.11
['3'],"['8', '38', '28']",0.1,0.22,1.1
"['8', '38']","['3', '28']",0.1,0.27,1.09
"['38', '28']","['8', '3']",0.1,0.28,1.12
"['38', '3']","['8', '28']",0.1,0.28,1.12
"['8', '28']","['38', '3']",0.1,0.42,1.12
"['8', '3']","['38', '28']",0.1,0.43,1.12
"['3', '28']","['8', '38']",0.1,0.42,1.09
"['8', '38', '28']",['3'],0.1,0.54,1.1
"['8', '38', '3']",['28'],0.1,0.54,1.11
"['38', '3', '28']",['8'],0.1,0.52,1.05
"['8', '3', '28']",['38'],0.1,0.8,1.06
['36'],"['8', '3', '28']",0.09,0.15,1.13
['8'],"['36', '3', '28']",0.09,0.19,1.11
['28'],"['8', '36', '3']",0.09,0.19,1.16
['3'],"['8', '36', '28']",0.09,0.19,1.15
"['8', '36']","['3', '28']",0.09,0.29,1.15
"['36', '28']","['8', '3']",0.09,0.29,1.18
"['36', '3']","['8', '28']",0.09,0.3,1.19
"['8', '28']","['36', '3']",0.09,0.37,1.19
"['8', '3']","['36', '28']",0.09,0.38,1.18
"['3', '28']","['8', '36']",0.09,0.37,1.15
"['8', '36', '28']",['3'],0.09,0.56,1.15
"['8', '36', '3']",['28'],0.09,0.57,1.16
"['36', '3', '28']",['8'],0.09,0.55,1.11
"['8', '3', '28']",['36'],0.09,0.71,1.13
['38'],"['8', '36', '3', '28']",0.08,0.1,1.07
['36'],"['8', '38', '3', '28']",0.08,0.12,1.15
['8'],"['38', '36', '3', '28']",0.08,0.15,1.12
['28'],"['8', '38', '36', '3']",0.08,0.15,1.16
['3'],"['8', '38', '36', '28']",0.08,0.16,1.17
"['38', '36']","['8', '3', '28']",0.08,0.16,1.19
"['8', '38']","['36', '3', '28']",0.08,0.2,1.16
"['38', '28']","['8', '36', '3']",0.08,0.2,1.21
"['38', '3']","['8', '36', '28']",0.08,0.2,1.2
"['8', '36']","['38', '3', '28']",0.08,0.23,1.17
"['36', '28']","['8', '38', '3']",0.08,0.24,1.22
"['36', '3']","['8', '38', '28']",0.08,0.24,1.24
"['8', '28']","['38', '36', '3']",0.08,0.3,1.22
"['8', '3']","['38', '36', '28']",0.08,0.31,1.23
"['3', '28']","['8', '38', '36']",0.08,0.3,1.18
"['8', '38', '36']","['3', '28']",0.08,0.3,1.18
"['38', '36', '28']","['8', '3']",0.08,0.3,1.23
"['38', '36', '3']","['8', '28']",0.08,0.3,1.22
"['8', '38', '28']","['36', '3']",0.08,0.39,1.24
"['8', '38', '3']","['36', '28']",0.08,0.39,1.22
"['38', '3', '28']","['8', '36']",0.08,0.38,1.17
"['8', '36', '28']","['38', '3']",0.08,0.45,1.2
"['8', '36', '3']","['38', '28']",0.08,0.46,1.21
"['36', '3', '28']","['8', '38']",0.08,0.45,1.16
"['8', '3', '28']","['38', '36']",0.08,0.58,1.19
"['8', '38', '36', '28']",['3'],0.08,0.57,1.17
"['8', '38', '36', '3']",['28'],0.08,0.56,1.16
"['38', '36', '3', '28']",['8'],0.08,0.56,1.12
"['8', '38', '3', '28']",['36'],0.08,0.72,1.15
"['8', '36', '3', '28']",['38'],0.08,0.81,1.07
['48'],"['8', '3', '28']",0.08,0.14,1.1
['8'],"['48', '3', '28']",0.08,0.15,1.08
['28'],"['48', '8', '3']",0.08,0.16,1.15
['3'],"['48', '8', '28']",0.08,0.16,1.11
"['48', '8']","['3', '28']",0.08,0.28,1.12
"['48', '28']","['8', '3']",0.08,0.28,1.15
"['48', '3']","['8', '28']",0.08,0.29,1.16
"['8', '28']","['48', '3']",0.08,0.31,1.16
"['8', '3']","['48', '28']",0.08,0.31,1.15
"['3', '28']","['48', '8']",0.08,0.3,1.12
"['48', '8', '28']",['3'],0.08,0.54,1.11
"['48', '8', '3']",['28'],0.08,0.56,1.15
"['48', '3', '28']",['8'],0.08,0.54,1.08
"['8', '3', '28']",['48'],0.08,0.58,1.1
['38'],"['48', '8', '3', '28']",0.06,0.08,1.09
['48'],"['8', '38', '3', '28']",0.06,0.12,1.13
['8'],"['48', '38', '3', '28']",0.06,0.13,1.07
['28'],"['48', '8', '38', '3']",0.06,0.13,1.18
['3'],"['48', '8', '38', '28']",0.06,0.13,1.14
"['48', '38']","['8', '3', '28']",0.06,0.15,1.16
"['8', '38']","['48', '3', '28']",0.06,0.16,1.15
"['38', '28']","['48', '8', '3']",0.06,0.17,1.22
"['38', '3']","['48', '8', '28']",0.06,0.17,1.19
"['48', '8']","['38', '3', '28']",0.06,0.23,1.15
"['48', '28']","['8', '38', '3']",0.06,0.23,1.21
"['48', '3']","['8', '38', '28']",0.06,0.24,1.22
"['8', '28']","['48', '38', '3']",0.06,0.25,1.2
"['8', '3']","['48', '38', '28']",0.06,0.26,1.17
"['3', '28']","['48', '8', '38']",0.06,0.25,1.16
"['48', '8', '38']","['3', '28']",0.06,0.29,1.16
"['48', '38', '28']","['8', '3']",0.06,0.29,1.17
"['48', '38', '3']","['8', '28']",0.06,0.3,1.2
"['8', '38', '28']","['48', '3']",0.06,0.32,1.22
"['8', '38', '3']","['48', '28']",0.06,0.33,1.21
"['38', '3', '28']","['48', '8']",0.06,0.32,1.15
"['48', '8', '28']","['38', '3']",0.06,0.45,1.19
"['48', '8', '3']","['38', '28']",0.06,0.46,1.22
"['48', '3', '28']","['8', '38']",0.06,0.44,1.15
"['8', '3', '28']","['48', '38']",0.06,0.48,1.16
"['48', '8', '38', '28']",['3'],0.06,0.55,1.14
"['48', '8', '38', '3']",['28'],0.06,0.58,1.18
"['48', '38', '3', '28']",['8'],0.06,0.53,1.07
"['8', '38', '3', '28']",['48'],0.06,0.6,1.13
"['48', '8', '3', '28']",['38'],0.06,0.83,1.09
['36'],"['48', '8', '3', '28']",0.06,0.09,1.15
['48'],"['8', '36', '3', '28']",0.06,0.1,1.12
['8'],"['48', '36', '3', '28']",0.06,0.11,1.15
['28'],"['48', '8', '36', '3']",0.06,0.11,1.22
['3'],"['48', '8', '36', '28']",0.06,0.11,1.18
"['48', '36']","['8', '3', '28']",0.06,0.17,1.26
"['8', '36']","['48', '3', '28']",0.06,0.17,1.21
"['36', '28']","['48', '8', '3']",0.06,0.17,1.28
"['36', '3']","['48', '8', '28']",0.06,0.18,1.25
"['48', '8']","['36', '3', '28']",0.06,0.2,1.21
"['48', '28']","['8', '36', '3']",0.06,0.21,1.25
"['48', '3']","['8', '36', '28']",0.06,0.21,1.25
"['8', '28']","['48', '36', '3']",0.06,0.22,1.28
"['8', '3']","['48', '36', '28']",0.06,0.22,1.27
"['3', '28']","['48', '8', '36']",0.06,0.22,1.25
"['48', '8', '36']","['3', '28']",0.06,0.31,1.25
"['48', '36', '28']","['8', '3']",0.06,0.31,1.27
"['48', '36', '3']","['8', '28']",0.06,0.32,1.28
"['8', '36', '28']","['48', '3']",0.06,0.33,1.25
"['8', '36', '3']","['48', '28']",0.06,0.34,1.25
"['36', '3', '28']","['48', '8']",0.06,0.33,1.21
"['48', '8', '28']","['36', '3']",0.06,0.39,1.25
"['48', '8', '3']","['36', '28']",0.06,0.41,1.28
"['48', '3', '28']","['8', '36']",0.06,0.39,1.21
"['8', '3', '28']","['48', '36']",0.06,0.42,1.26
"['48', '8', '36', '28']",['3'],0.06,0.57,1.18
"['48', '8', '36', '3']",['28'],0.06,0.59,1.22
"['48', '36', '3', '28']",['8'],0.06,0.57,1.15
"['8', '36', '3', '28']",['48'],0.06,0.59,1.12
"['48', '8', '3', '28']",['36'],0.06,0.72,1.15
['11'],"['8', '3', '28']",0.08,0.16,1.21
['8'],"['11', '3', '28']",0.08,0.17,1.13
['28'],"['11', '8', '3']",0.08,0.17,1.15
['3'],"['11', '8', '28']",0.08,0.17,1.16
"['11', '8']","['3', '28']",0.08,0.3,1.18
"['11', '28']","['8', '3']",0.08,0.32,1.28
"['11', '3']","['8', '28']",0.08,0.3,1.2
"['8', '28']","['11', '3']",0.08,0.33,1.2
"['8', '3']","['11', '28']",0.08,0.33,1.28
"['3', '28']","['11', '8']",0.08,0.33,1.18
"['11', '8', '28']",['3'],0.08,0.56,1.16
"['11', '8', '3']",['28'],0.08,0.56,1.15
"['11', '3', '28']",['8'],0.08,0.56,1.13
"['8', '3', '28']",['11'],0.08,0.63,1.21
['38'],"['11', '8', '3', '28']",0.07,0.09,1.06
['11'],"['8', '38', '3', '28']",0.07,0.13,1.21
['8'],"['11', '38', '3', '28']",0.07,0.13,1.12
['28'],"['11', '8', '38', '3']",0.07,0.14,1.15
['3'],"['11', '8', '38', '28']",0.07,0.14,1.17
"['11', '38']","['8', '3', '28']",0.07,0.16,1.24
"['8', '38']","['11', '3', '28']",0.07,0.17,1.17
"['38', '28']","['11', '8', '3']",0.07,0.17,1.19
"['38', '3']","['11', '8', '28']",0.07,0.18,1.2
"['11', '8']","['38', '3', '28']",0.07,0.24,1.19
"['11', '28']","['8', '38', '3']",0.07,0.25,1.31
"['11', '3']","['8', '38', '28']",0.07,0.24,1.23
"['8', '28']","['11', '38', '3']",0.07,0.26,1.21
"['8', '3']","['11', '38', '28']",0.07,0.27,1.29
"['3', '28']","['11', '8', '38']",0.07,0.26,1.2
"['11', '8', '38']","['3', '28']",0.07,0.3,1.2
"['11', '38', '28']","['8', '3']",0.07,0.32,1.29
"['11', '38', '3']","['8', '28']",0.07,0.3,1.21
"['8', '38', '28']","['11', '3']",0.07,0.34,1.23
"['8', '38', '3']","['11', '28']",0.07,0.34,1.31
"['38', '3', '28']","['11', '8']",0.07,0.33,1.19
"['11', '8', '28']","['38', '3']",0.07,0.45,1.2
"['11', '8', '3']","['38', '28']",0.07,0.45,1.19
"['11', '3', '28']","['8', '38']",0.07,0.45,1.17
"['8', '3', '28']","['11', '38']",0.07,0.5,1.24
"['11', '8', '38', '28']",['3'],0.07,0.57,1.17
"['11', '8', '38', '3']",['28'],0.07,0.56,1.15
"['11', '38', '3', '28']",['8'],0.07,0.56,1.12
"['8', '38', '3', '28']",['11'],0.07,0.63,1.21
"['11', '8', '3', '28']",['38'],0.07,0.8,1.06
['36'],"['11', '8', '3', '28']",0.06,0.09,1.11
['11'],"['8', '36', '3', '28']",0.06,0.11,1.18
['8'],"['11', '36', '3', '28']",0.06,0.12,1.16
['28'],"['11', '8', '36', '3']",0.06,0.12,1.19
['3'],"['11', '8', '36', '28']",0.06,0.12,1.22
"['11', '36']","['8', '3', '28']",0.06,0.17,1.28
"['8', '36']","['11', '3', '28']",0.06,0.18,1.22
"['36', '28']","['11', '8', '3']",0.06,0.18,1.22
"['36', '3']","['11', '8', '28']",0.06,0.18,1.26
"['11', '8']","['36', '3', '28']",0.06,0.21,1.23
"['11', '28']","['8', '36', '3']",0.06,0.22,1.34
"['11', '3']","['8', '36', '28']",0.06,0.21,1.25
"['8', '28']","['11', '36', '3']",0.06,0.23,1.26
"['8', '3']","['11', '36', '28']",0.06,0.23,1.34
"['3', '28']","['11', '8', '36']",0.06,0.23,1.27
"['11', '8', '36']","['3', '28']",0.06,0.32,1.27
"['11', '36', '28']","['8', '3']",0.06,0.33,1.34
"['11', '36', '3']","['8', '28']",0.06,0.31,1.26
"['8', '36', '28']","['11', '3']",0.06,0.34,1.25
"['8', '36', '3']","['11', '28']",0.06,0.35,1.34
"['36', '3', '28']","['11', '8']",0.06,0.34,1.23
"['11', '8', '28']","['36', '3']",0.06,0.39,1.26
"['11', '8', '3']","['36', '28']",0.06,0.39,1.22
"['11', '3', '28']","['8', '36']",0.06,0.39,1.22
"['8', '3', '28']","['11', '36']",0.06,0.44,1.28
"['11', '8', '36', '28']",['3'],0.06,0.59,1.22
"['11', '8', '36', '3']",['28'],0.06,0.58,1.19
"['11', '36', '3', '28']",['8'],0.06,0.58,1.16
"['8', '36', '3', '28']",['11'],0.06,0.62,1.18
"['11', '8', '3', '28']",['36'],0.06,0.7,1.11
['48'],"['11', '8', '3', '28']",0.05,0.1,1.15
['11'],"['48', '8', '3', '28']",0.05,0.1,1.26
['8'],"['48', '11', '3', '28']",0.05,0.1,1.18
['28'],"['48', '11', '8', '3']",0.05,0.1,1.21
['3'],"['48', '11', '8', '28']",0.05,0.1,1.21
"['48', '11']","['8', '3', '28']",0.05,0.17,1.32
"['48', '8']","['11', '3', '28']",0.05,0.18,1.26
"['48', '28']","['11', '8', '3']",0.05,0.19,1.27
"['48', '3']","['11', '8', '28']",0.05,0.19,1.3
"['11', '8']","['48', '3', '28']",0.05,0.18,1.27
"['11', '28']","['48', '8', '3']",0.05,0.19,1.42
"['11', '3']","['48', '8', '28']",0.05,0.18,1.3
"['8', '28']","['48', '11', '3']",0.05,0.2,1.3
"['8', '3']","['48', '11', '28']",0.05,0.2,1.35
"['3', '28']","['48', '11', '8']",0.05,0.2,1.25
"['48', '11', '8']","['3', '28']",0.05,0.31,1.25
"['48', '11', '28']","['8', '3']",0.05,0.33,1.35
"['48', '11', '3']","['8', '28']",0.05,0.32,1.3
"['48', '8', '28']","['11', '3']",0.05,0.36,1.3
"['48', '8', '3']","['11', '28']",0.05,0.37,1.42
"['48', '3', '28']","['11', '8']",0.05,0.35,1.27
"['11', '8', '28']","['48', '3']",0.05,0.34,1.3
"['11', '8', '3']","['48', '28']",0.05,0.34,1.27
"['11', '3', '28']","['48', '8']",0.05,0.34,1.26
"['8', '3', '28']","['48', '11']",0.05,0.38,1.32
"['48', '11', '8', '28']",['3'],0.05,0.59,1.21
"['48', '11', '8', '3']",['28'],0.05,0.59,1.21
"['48', '11', '3', '28']",['8'],0.05,0.59,1.18
"['48', '8', '3', '28']",['11'],0.05,0.66,1.26
"['11', '8', '3', '28']",['48'],0.05,0.61,1.15
['48'],"['3', '28']",0.14,0.27,1.07
['28'],"['48', '3']",0.14,0.29,1.1
['3'],"['48', '28']",0.14,0.29,1.09
"['48', '28']",['3'],0.14,0.53,1.09
"['48', '3']",['28'],0.14,0.54,1.1
"['3', '28']",['48'],0.14,0.57,1.07
['38'],"['48', '3', '28']",0.12,0.16,1.1
['48'],"['38', '3', '28']",0.12,0.22,1.11
['28'],"['48', '38', '3']",0.12,0.24,1.15
['3'],"['48', '38', '28']",0.12,0.24,1.11
"['48', '38']","['3', '28']",0.12,0.29,1.14
"['38', '28']","['48', '3']",0.12,0.31,1.18
"['38', '3']","['48', '28']",0.12,0.31,1.17
"['48', '28']","['38', '3']",0.12,0.44,1.17
"['48', '3']","['38', '28']",0.12,0.45,1.18
"['3', '28']","['48', '38']",0.12,0.47,1.14
"['48', '38', '28']",['3'],0.12,0.54,1.11
"['48', '38', '3']",['28'],0.12,0.56,1.15
"['38', '3', '28']",['48'],0.12,0.59,1.11
"['48', '3', '28']",['38'],0.12,0.83,1.1
['36'],"['48', '3', '28']",0.1,0.15,1.08
['48'],"['36', '3', '28']",0.1,0.18,1.08
['28'],"['48', '36', '3']",0.1,0.2,1.14
['3'],"['48', '36', '28']",0.1,0.2,1.12
"['48', '36']","['3', '28']",0.1,0.29,1.15
"['36', '28']","['48', '3']",0.1,0.3,1.15
"['36', '3']","['48', '28']",0.1,0.31,1.15
"['48', '28']","['36', '3']",0.1,0.36,1.15
"['48', '3']","['36', '28']",0.1,0.37,1.15
"['3', '28']","['48', '36']",0.1,0.39,1.15
"['48', '36', '28']",['3'],0.1,0.55,1.12
"['48', '36', '3']",['28'],0.1,0.56,1.14
"['36', '3', '28']",['48'],0.1,0.58,1.08
"['48', '3', '28']",['36'],0.1,0.68,1.08
['38'],"['48', '36', '3', '28']",0.08,0.11,1.09
['36'],"['48', '38', '3', '28']",0.08,0.13,1.08
['48'],"['38', '36', '3', '28']",0.08,0.15,1.11
['28'],"['48', '38', '36', '3']",0.08,0.16,1.18
['3'],"['48', '38', '36', '28']",0.08,0.16,1.12
"['38', '36']","['48', '3', '28']",0.08,0.17,1.16
"['48', '38']","['36', '3', '28']",0.08,0.19,1.15
"['38', '28']","['48', '36', '3']",0.08,0.21,1.22
"['38', '3']","['48', '36', '28']",0.08,0.21,1.2
"['48', '36']","['38', '3', '28']",0.08,0.24,1.19
"['36', '28']","['48', '38', '3']",0.08,0.25,1.2
"['36', '3']","['48', '38', '28']",0.08,0.26,1.17
"['48', '28']","['38', '36', '3']",0.08,0.3,1.2
"['48', '3']","['38', '36', '28']",0.08,0.3,1.21
"['3', '28']","['48', '38', '36']",0.08,0.32,1.19
"['48', '38', '36']","['3', '28']",0.08,0.3,1.19
"['38', '36', '28']","['48', '3']",0.08,0.32,1.21
"['38', '36', '3']","['48', '28']",0.08,0.32,1.2
"['48', '38', '28']","['36', '3']",0.08,0.37,1.17
"['48', '38', '3']","['36', '28']",0.08,0.38,1.2
"['38', '3', '28']","['48', '36']",0.08,0.4,1.19
"['48', '36', '28']","['38', '3']",0.08,0.45,1.2
"['48', '36', '3']","['38', '28']",0.08,0.46,1.22
"['36', '3', '28']","['48', '38']",0.08,0.48,1.15
"['48', '3', '28']","['38', '36']",0.08,0.56,1.16
"['48', '38', '36', '28']",['3'],0.08,0.55,1.12
"['48', '38', '36', '3']",['28'],0.08,0.58,1.18
